"order_id","order_date","order_year_month","customer_name","city","state_province","email","order_type","quantity","product_name","product_line","product_price","product_status"
54142,2025-09-10,"2025-09",Janet Torres,New Debrafurt,Arkansas,janet_torres@email.com,Retail,1,"Road-750 Black, 52",Bikes,539.99,Active
54137,2025-09-10,"2025-09",Johnathan Perez,North Amber,Utah,johnathan_perez@email.com,Online,1,"Road-750 Black, 52",Bikes,539.99,Active
54177,2025-09-11,"2025-09",Sean Cooper,2026-06-23,"2026-06",sean_cooper@email.com,Online,1,"Road-750 Black, 52",Bikes,539.99,Active
54244,2025-09-12,"2025-09",Anthony Taylor,Lake Adrianhaven,Michigan,anthony_taylor@email.com,Retail,1,"Road-750 Black, 52",Bikes,539.99,Active
54522,2025-09-17,"2025-09",Marvin Browning,Santiagostad,Kentucky,marvin_browning@email.com,Retail,1,"Road-750 Black, 52",Bikes,539.99,Active
54584,2025-09-18,"2025-09",Fernando Jenkins,Lake Joshua,Tennessee,fernando_jenkins@email.com,Retail,1,"Road-750 Black, 52",Bikes,539.99,Active
54763,2025-09-21,"2025-09",Jeremy Campbell,Susanbury,Missouri,jeremy_campbell@email.com,Online,1,"Road-750 Black, 52",Bikes,539.99,Active
54875,2025-09-23,"2025-09",Micah Xu,West Laura,Oklahoma,micah_xu@email.com,Online,1,"Road-750 Black, 52",Bikes,539.99,Active
54931,2025-09-24,"2025-09",April Nara,Danielleshire,Arizona,april_nara@email.com,Online,1,"Road-750 Black, 52",Bikes,539.99,Active
55029,2025-09-26,"2025-09",Colleen Tang,Newmanbury,Illinois,colleen_tang@email.com,Online,1,"Road-750 Black, 52",Bikes,539.99,Active
55495,2025-10-03,"2025-10",Sabrina Rubio,Port Tyler,South Dakota,sabrina_rubio@email.com,Online,1,"Road-750 Black, 52",Bikes,539.99,Active
55729,2025-10-07,"2025-10",Morgan Bailey,Shawnmouth,California,morgan_bailey@email.com,Online,1,"Road-750 Black, 52",Bikes,539.99,Active
55798,2025-10-08,"2025-10",Joanna Ashe,West Ashleyville,Arkansas,joanna_ashe@email.com,Retail,1,"Road-750 Black, 52",Bikes,539.99,Active
55805,2025-10-08,"2025-10",Trinity Cox,North Juliafort,New Mexico,trinity_cox@email.com,Online,1,"Road-750 Black, 52",Bikes,539.99,Active
55918,2025-10-10,"2025-10",Mason Gray,Bryantton,Nebraska,mason_gray@email.com,Retail,1,"Road-750 Black, 52",Bikes,539.99,Active
56017,2025-10-12,"2025-10",Benjamin Hayes,Adrianport,Arkansas,benjamin_hayes@email.com,Online,1,"Road-750 Black, 52",Bikes,539.99,Active
56109,2025-10-14,"2025-10",Keith Shan,New Kimberlyside,Arizona,keith_shan@email.com,Online,1,"Road-750 Black, 52",Bikes,539.99,Active
56262,2025-10-17,"2025-10",Meghan Alan,Woodstad,Wisconsin,meghan_alan@email.com,Retail,1,"Road-750 Black, 52",Bikes,539.99,Active
56330,2025-10-18,"2025-10",Andrea King,North Gracebury,Florida,andrea_king@email.com,Retail,1,"Road-750 Black, 52",Bikes,539.99,Active
56367,2025-10-19,"2025-10",Krista Carlson,Martinezmouth,West Virginia,krista_carlson@email.com,Online,1,"Road-750 Black, 52",Bikes,539.99,Active
56477,2025-10-21,"2025-10",Aaron Zhang,Andrewborough,Vermont,aaron_zhang@email.com,Online,1,"Road-750 Black, 52",Bikes,539.99,Active
56591,2025-10-23,"2025-10",Jennifer Rogers,Moorefurt,Connecticut,jennifer_rogers@email.com,Online,1,"Road-750 Black, 52",Bikes,539.99,Active
56590,2025-10-23,"2025-10",Levi Malhotra,Hernandezfurt,Idaho,levi_malhotra@email.com,Retail,1,"Road-750 Black, 52",Bikes,539.99,Active
56642,2025-10-24,"2025-10",Kaitlin Gonzalez,Michaelchester,New York,kaitlin_gonzalez@email.com,Retail,1,"Road-750 Black, 52",Bikes,539.99,Active
56685,2025-10-25,"2025-10",Sabrina Dominguez,North Helen,Colorado,sabrina_dominguez@email.com,Online,1,"Road-750 Black, 52",Bikes,539.99,Active
56690,2025-10-25,"2025-10",Taylor Jenkins,East Kathryn,Louisiana,taylor_jenkins@email.com,Retail,1,"Road-750 Black, 52",Bikes,539.99,Active
56793,2025-10-27,"2025-10",Brenda Prasad,Evansstad,Pennsylvania,brenda_prasad@email.com,Online,1,"Road-750 Black, 52",Bikes,539.99,Active
56957,2025-10-30,"2025-10",Anne Dominguez,West Bethany,Kansas,anne_dominguez@email.com,Online,1,"Road-750 Black, 52",Bikes,539.99,Active
57000,2025-10-31,"2025-10",Francis Carlson,South Juliehaven,Rhode Island,francis_carlson@email.com,Retail,1,"Road-750 Black, 52",Bikes,539.99,Active
57237,2025-11-01,"2025-11",Charles Carter,North Aprilborough,Michigan,charles_carter@email.com,Online,1,"Road-750 Black, 52",Bikes,539.99,Active
57232,2025-11-01,"2025-11",Ricky Romero,North Christian,Idaho,ricky_romero@email.com,Retail,1,"Road-750 Black, 52",Bikes,539.99,Active
57366,2025-11-03,"2025-11",Amber Roberts,Lauriefurt,New Mexico,amber_roberts@email.com,Retail,1,"Road-750 Black, 52",Bikes,539.99,Active
57359,2025-11-03,"2025-11",Jamie Sun,West Pamela,South Carolina,jamie_sun@email.com,Online,1,"Road-750 Black, 52",Bikes,539.99,Active
57357,2025-11-03,"2025-11",Joy Dominguez,Daltonmouth,Idaho,joy_dominguez@email.com,Online,1,"Road-750 Black, 52",Bikes,539.99,Active
57365,2025-11-03,"2025-11",Melanie Washington,Marietown,Massachusetts,melanie_washington@email.com,Online,1,"Road-750 Black, 52",Bikes,539.99,Active
57423,2025-11-04,"2025-11",Austin Lal,Cliffordbury,New York,austin_lal@email.com,Online,1,"Road-750 Black, 52",Bikes,539.99,Active
57531,2025-11-06,"2025-11",Ivan Kapoor,Powellbury,Texas,ivan_kapoor@email.com,Online,1,"Road-750 Black, 52",Bikes,539.99,Active
57530,2025-11-06,"2025-11",Katrina Becker,North Bonnie,Colorado,katrina_becker@email.com,Retail,1,"Road-750 Black, 52",Bikes,539.99,Active
57628,2025-11-08,"2025-11",Richard Adams,Port Brandi,Tennessee,richard_adams@email.com,Retail,1,"Road-750 Black, 52",Bikes,539.99,Active
57681,2025-11-09,"2025-11",Arianna Ramirez,Port Jesuschester,Maryland,arianna_ramirez@email.com,Online,1,"Road-750 Black, 52",Bikes,539.99,Active
57741,2025-11-10,"2025-11",James Butler,North Cameronfort,Nevada,james_butler@email.com,Online,1,"Road-750 Black, 52",Bikes,539.99,Active
57744,2025-11-10,"2025-11",Levi Suri,Fritzview,Oregon,levi_suri@email.com,Retail,1,"Road-750 Black, 52",Bikes,539.99,Active
57837,2025-11-12,"2025-11",Juan Ward,Gonzalezport,Utah,juan_ward@email.com,Online,1,"Road-750 Black, 52",Bikes,539.99,Active
57952,2025-11-14,"2025-11",Albert Martin,East Kristinahaven,Utah,albert_martin@email.com,Retail,1,"Road-750 Black, 52",Bikes,539.99,Active
57953,2025-11-14,"2025-11",Anne Hernandez,Toddburgh,Ohio,anne_hernandez@email.com,Online,1,"Road-750 Black, 52",Bikes,539.99,Active
57955,2025-11-14,"2025-11",Marie Browning,Williefurt,Tennessee,marie_browning@email.com,Online,1,"Road-750 Black, 52",Bikes,539.99,Active
58006,2025-11-15,"2025-11",Ian Price,Port Garyborough,Oregon,ian_price@email.com,Retail,1,"Road-750 Black, 52",Bikes,539.99,Active
58069,2025-11-16,"2025-11",Emma Garcia,New Keithstad,Pennsylvania,emma_garcia@email.com,Online,1,"Road-750 Black, 52",Bikes,539.99,Active
58123,2025-11-17,"2025-11",Hunter Li,Lake Laurashire,Minnesota,hunter_li@email.com,Online,1,"Road-750 Black, 52",Bikes,539.99,Active
58122,2025-11-17,"2025-11",Sydney Baker,Port Johnberg,New Mexico,sydney_baker@email.com,Retail,1,"Road-750 Black, 52",Bikes,539.99,Active
58189,2025-11-18,"2025-11",Dawn Chen,Brianfurt,Missouri,dawn_chen@email.com,Online,1,"Road-750 Black, 52",Bikes,539.99,Active
58186,2025-11-18,"2025-11",Katherine Garcia,Davidbury,Alabama,katherine_garcia@email.com,Retail,1,"Road-750 Black, 52",Bikes,539.99,Active
58284,2025-11-20,"2025-11",Vanessa Coleman,Bakerview,Pennsylvania,vanessa_coleman@email.com,Retail,1,"Road-750 Black, 52",Bikes,539.99,Active
58401,2025-11-22,"2025-11",Colleen Huang,New Aprilland,New Jersey,colleen_huang@email.com,Online,1,"Road-750 Black, 52",Bikes,539.99,Active
58412,2025-11-22,"2025-11",Jonathan Harris,Lake Jeffrey,TX,jonathan_harris@email.com,Retail,1,"Road-750 Black, 52",Bikes,539.99,Active
58532,2025-11-24,"2025-11",Ronnie Lin,Brooksburgh,Ohio,ronnie_lin@email.com,Retail,1,"Road-750 Black, 52",Bikes,539.99,Active
58817,2025-11-29,"2025-11",Carolyn Rodriguez,Williammouth,Florida,carolyn_rodriguez@email.com,Online,1,"Road-750 Black, 52",Bikes,539.99,Active
58827,2025-11-29,"2025-11",Hailey Flores,Myersstad,Connecticut,hailey_flores@email.com,Online,1,"Road-750 Black, 52",Bikes,539.99,Active
58834,2025-11-29,"2025-11",Kelvin He,2026-06-23,"2026-06",kelvin_he@email.com,Retail,1,"Road-750 Black, 52",Bikes,539.99,Active
58818,2025-11-29,"2025-11",Nelson Diaz,Combsside,Pennsylvania,nelson_diaz@email.com,Retail,1,"Road-750 Black, 52",Bikes,539.99,Active
58825,2025-11-29,"2025-11",Paige Sanders,Bethland,Missouri,paige_sanders@email.com,Online,1,"Road-750 Black, 52",Bikes,539.99,Active
58888,2025-11-30,"2025-11",Erica Wang,South Todd,California,erica_wang@email.com,Retail,1,"Road-750 Black, 52",Bikes,539.99,Active
59142,2025-12-01,"2025-12",Drew Lal,South Brianna,Georgia,drew_lal@email.com,Retail,1,"Road-750 Black, 52",Bikes,539.99,Active
59203,2025-12-02,"2025-12",Jermaine Patel,Contrerasshire,New Mexico,jermaine_patel@email.com,Online,1,"Road-750 Black, 52",Bikes,539.99,Active
59264,2025-12-03,"2025-12",Nathan Rodriguez,South Christinatown,Pennsylvania,nathan_rodriguez@email.com,Retail,1,"Road-750 Black, 52",Bikes,539.99,Active
59400,2025-12-05,"2025-12",Melvin Ashe,West Coreyburgh,Missouri,melvin_ashe@email.com,Retail,1,"Road-750 Black, 52",Bikes,539.99,Active
59477,2025-12-06,"2025-12",Marshall Lu,East Sarah,Florida,marshall_lu@email.com,Online,1,"Road-750 Black, 52",Bikes,539.99,Active
59574,2025-12-07,"2025-12",Bailey Gray,South Jenniferfurt,New Hampshire,bailey_gray@email.com,Retail,1,"Road-750 Black, 52",Bikes,539.99,Active
59642,2025-12-08,"2025-12",Carrie Romero,West Roberttown,Utah,carrie_romero@email.com,Retail,1,"Road-750 Black, 52",Bikes,539.99,Active
59700,2025-12-09,"2025-12",Arianna Hayes,Loriberg,Kansas,arianna_hayes@email.com,Retail,1,"Road-750 Black, 52",Bikes,539.99,Active
59694,2025-12-09,"2025-12",Carolyn Gonzalez,Mckaychester,Texas,carolyn_gonzalez@email.com,Retail,1,"Road-750 Black, 52",Bikes,539.99,Active
59704,2025-12-09,"2025-12",Clarence Cai,Lake Jillian,South Dakota,clarence_cai@email.com,Retail,1,"Road-750 Black, 52",Bikes,539.99,Active
59825,2025-12-11,"2025-12",Angel Sanders,Port David,Maryland,angel_sanders@email.com,Online,1,"Road-750 Black, 52",Bikes,539.99,Active
59814,2025-12-11,"2025-12",Bob Alan,South Markburgh,Iowa,bob_alan@email.com,Retail,1,"Road-750 Black, 52",Bikes,539.99,Active
59828,2025-12-11,"2025-12",Edward Lopez,Lake Andrewmouth,Ohio,edward_lopez@email.com,Retail,1,"Road-750 Black, 52",Bikes,539.99,Active
59815,2025-12-11,"2025-12",Stacy Alonso,South Michelle,Wyoming,stacy_alonso@email.com,Online,1,"Road-750 Black, 52",Bikes,539.99,Active
59900,2025-12-12,"2025-12",Ronnie Zeng,Port Carol,Montana,ronnie_zeng@email.com,Retail,1,"Road-750 Black, 52",Bikes,539.99,Active
59976,2025-12-13,"2025-12",Lydia Raman,South Amyburgh,Missouri,lydia_raman@email.com,Retail,1,"Road-750 Black, 52",Bikes,539.99,Active
60039,2025-12-14,"2025-12",Holly Lopez,Lopezport,New York,holly_lopez@email.com,Online,1,"Road-750 Black, 52",Bikes,539.99,Active
60106,2025-12-15,"2025-12",Janet Navarro,Schmidttown,California,janet_navarro@email.com,Retail,1,"Road-750 Black, 52",Bikes,539.99,Active
60109,2025-12-15,"2025-12",Kaitlin Madan,Cooperborough,Idaho,kaitlin_madan@email.com,Online,1,"Road-750 Black, 52",Bikes,539.99,Active
60111,2025-12-15,"2025-12",Thomas Coleman,East Megan,Wyoming,thomas_coleman@email.com,Online,1,"Road-750 Black, 52",Bikes,539.99,Active
60173,2025-12-16,"2025-12",Isaiah Howard,South Jennifer,Colorado,isaiah_howard@email.com,Online,1,"Road-750 Black, 52",Bikes,539.99,Active
60306,2025-12-18,"2025-12",Daniel Martin,Rosalesside,Nevada,daniel_martin@email.com,Retail,1,"Road-750 Black, 52",Bikes,539.99,Active
60381,2025-12-19,"2025-12",Marie Ruiz,Walkerstad,Utah,marie_ruiz@email.com,Online,1,"Road-750 Black, 52",Bikes,539.99,Active
60433,2025-12-20,"2025-12",Clayton Zhou,Port Susanstad,Washington,clayton_zhou@email.com,Online,1,"Road-750 Black, 52",Bikes,539.99,Active
60440,2025-12-20,"2025-12",Cody Ward,East Tylerton,New Mexico,cody_ward@email.com,Retail,1,"Road-750 Black, 52",Bikes,539.99,Active
60441,2025-12-20,"2025-12",William Thomas,Lake Reginaldberg,Illinois,william_thomas@email.com,Online,1,"Road-750 Black, 52",Bikes,539.99,Active
60509,2025-12-21,"2025-12",Caleb Powell,Juliaton,Idaho,caleb_powell@email.com,Online,1,"Road-750 Black, 52",Bikes,539.99,Active
60515,2025-12-21,"2025-12",Misty Xu,Jesuston,Washington,misty_xu@email.com,Online,1,"Road-750 Black, 52",Bikes,539.99,Active
60559,2025-12-22,"2025-12",Samuel Lopez,Lake Collintown,Iowa,samuel_lopez@email.com,Online,1,"Road-750 Black, 52",Bikes,539.99,Active
60623,2025-12-23,"2025-12",Jasmine Robinson,Valdezville,Tennessee,jasmine_robinson@email.com,Online,1,"Road-750 Black, 52",Bikes,539.99,Active
60622,2025-12-23,"2025-12",Kendra Vazquez,Jonathanhaven,Tennessee,kendra_vazquez@email.com,Retail,1,"Road-750 Black, 52",Bikes,539.99,Active
60745,2025-12-25,"2025-12",Amy He,North John,Washington,amy_he@email.com,Online,1,"Road-750 Black, 52",Bikes,539.99,Active
60759,2025-12-25,"2025-12",Bryan Rogers,Taylortown,Virginia,bryan_rogers@email.com,Online,1,"Road-750 Black, 52",Bikes,539.99,Active
60746,2025-12-25,"2025-12",Deanna Patel,Kristinastad,Arizona,deanna_patel@email.com,Retail,1,"Road-750 Black, 52",Bikes,539.99,Active
60758,2025-12-25,"2025-12",Jada Allen,East Stefanieside,Minnesota,jada_allen@email.com,Retail,1,"Road-750 Black, 52",Bikes,539.99,Active
60823,2025-12-26,"2025-12",Ana Patterson,Stewartport,Minnesota,ana_patterson@email.com,Online,1,"Road-750 Black, 52",Bikes,539.99,Active
60817,2025-12-26,"2025-12",Cassandra Arthur,East Susan,Virginia,cassandra_arthur@email.com,Online,1,"Road-750 Black, 52",Bikes,539.99,Active
60825,2025-12-26,"2025-12",Eduardo Peterson,Port Zachary,Virginia,eduardo_peterson@email.com,Online,1,"Road-750 Black, 52",Bikes,539.99,Active
60829,2025-12-26,"2025-12",Tanya Alonso,Kennethhaven,Virginia,tanya_alonso@email.com,Online,1,"Road-750 Black, 52",Bikes,539.99,Active
60889,2025-12-27,"2025-12",Garrett Stewart,Randallport,Maryland,garrett_stewart@email.com,Online,1,"Road-750 Black, 52",Bikes,539.99,Active
60892,2025-12-27,"2025-12",Shawna Sharma,Lake Jamesmouth,Delaware,shawna_sharma@email.com,Retail,1,"Road-750 Black, 52",Bikes,539.99,Active
60954,2025-12-28,"2025-12",Heather Zhu,Nicolechester,Idaho,heather_zhu@email.com,Retail,1,"Road-750 Black, 52",Bikes,539.99,Active
60948,2025-12-28,"2025-12",Nichole Xie,South Kevinport,Georgia,nichole_xie@email.com,Retail,1,"Road-750 Black, 52",Bikes,539.99,Active
61169,2025-12-31,"2025-12",Audrey Navarro,Port Chelseafort,South Dakota,audrey_navarro@email.com,Online,1,"Road-750 Black, 52",Bikes,539.99,Active
61162,2025-12-31,"2025-12",Bryant Sai,2026-06-23,"2026-06",bryant_sai@email.com,Retail,1,"Road-750 Black, 52",Bikes,539.99,Active
61311,2026-01-01,"2026-01",Raul Tang,Evansburgh,Wisconsin,raul_tang@email.com,Online,1,"Road-750 Black, 52",Bikes,539.99,Active
61371,2026-01-02,"2026-01",Keith Becker,New Sarahbury,Hawaii,keith_becker@email.com,Online,1,"Road-750 Black, 52",Bikes,539.99,Active
61427,2026-01-03,"2026-01",Joe Lopez,West Johnside,Delaware,joe_lopez@email.com,Online,1,"Road-750 Black, 52",Bikes,539.99,Active
61423,2026-01-03,"2026-01",Lori Ramos,Parkerfort,Delaware,lori_ramos@email.com,Online,1,"Road-750 Black, 52",Bikes,539.99,Active
61426,2026-01-03,"2026-01",Luis Hill,Andersonview,Virginia,luis_hill@email.com,Retail,1,"Road-750 Black, 52",Bikes,539.99,Active
61424,2026-01-03,"2026-01",Troy Prasad,Micheleside,Arkansas,troy_prasad@email.com,Retail,1,"Road-750 Black, 52",Bikes,539.99,Active
61531,2026-01-05,"2026-01",Brooke Rogers,North Gregoryberg,New Mexico,brooke_rogers@email.com,Online,1,"Road-750 Black, 52",Bikes,539.99,Active
61532,2026-01-05,"2026-01",Savannah James,Johnfort,New Jersey,savannah_james@email.com,Retail,1,"Road-750 Black, 52",Bikes,539.99,Active
61594,2026-01-06,"2026-01",Abby Gonzalez,Garciahaven,Illinois,abby_gonzalez@email.com,Retail,1,"Road-750 Black, 52",Bikes,539.99,Active
61597,2026-01-06,"2026-01",Cara Zheng,West Dawnchester,Florida,cara_zheng@email.com,Online,1,"Road-750 Black, 52",Bikes,539.99,Active
61595,2026-01-06,"2026-01",Kristin Pal,Steinborough,Georgia,kristin_pal@email.com,Online,1,"Road-750 Black, 52",Bikes,539.99,Active
62082,2026-01-14,"2026-01",Jordan Jenkins,Port Felicia,Iowa,jordan_jenkins@email.com,Retail,1,"Road-750 Black, 52",Bikes,539.99,Active
62087,2026-01-14,"2026-01",Troy Sara,2026-06-23,"2026-06",troy_sara@email.com,Online,1,"Road-750 Black, 52",Bikes,539.99,Active
62284,2026-01-17,"2026-01",Carly Jai,Kaitlinville,Colorado,carly_jai@email.com,Retail,1,"Road-750 Black, 52",Bikes,539.99,Active
62344,2026-01-18,"2026-01",Alfredo Munoz,Pollardfurt,New Hampshire,alfredo_munoz@email.com,Retail,1,"Road-750 Black, 52",Bikes,539.99,Active
